output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,style_name,content_name,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name
68 Reggaeton # 5 Ebm.Chorus_no_drum.X.68 Reggaeton # 5 Ebm.Chorus_no_drum.D_T01.mid,68 Reggaeton # 5 Ebm.Chorus_no_drum.mid,68 Reggaeton # 5 Ebm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.4965651671169178,0.308938230758598,0.6102571532587293,,,68 Reggaeton # 5 Ebm,68 Reggaeton # 5 Ebm,1,1,1,Drums &Bass groove that's breaking off,Temparature 0.1 Self_Blend (Rendering)
68 Reggaeton # 5 Ebm.PreChorus_no_drum.X.68 Reggaeton # 5 Ebm.PreChorus_no_drum.D_T01.mid,68 Reggaeton # 5 Ebm.PreChorus_no_drum.mid,68 Reggaeton # 5 Ebm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9671097541845352,0.6550971774869352,0.893627622341398,0.5753964555687505,,68 Reggaeton # 5 Ebm,68 Reggaeton # 5 Ebm,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
68 Reggaeton # 5 Ebm.Verse_no_drum.X.68 Reggaeton # 5 Ebm.Verse_no_drum.D_T01.mid,68 Reggaeton # 5 Ebm.Verse_no_drum.mid,68 Reggaeton # 5 Ebm.Verse_no_drum.mid,Verse,Drums,0.1,0.7560523621848144,0.6050361860326401,0.7687069232739875,0.583428300095596,,68 Reggaeton # 5 Ebm,68 Reggaeton # 5 Ebm,2,3,3,"Dosen't follow the harmony, repetitive and boring",Temparature 0.1 Self_Blend (Rendering)
69 Reggaeton # 6 Bb.Chorus_no_drum.X.69 Reggaeton # 6 Bb.Chorus_no_drum.D_T01.mid,69 Reggaeton # 6 Bb.Chorus_no_drum.mid,69 Reggaeton # 6 Bb.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9670965612308786,0.8727893351706008,0.8901087920308994,0.852813633067412,,69 Reggaeton # 6 Bb,69 Reggaeton # 6 Bb,3,4,2,Flat high synths one note line ruins the track,Temparature 0.1 Self_Blend (Rendering)
69 Reggaeton # 6 Bb.PreChorus_no_drum.X.69 Reggaeton # 6 Bb.PreChorus_no_drum.D_T01.mid,69 Reggaeton # 6 Bb.PreChorus_no_drum.mid,69 Reggaeton # 6 Bb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9386608144506078,0.5871670745155696,0.7385489458759962,0.7932022101853456,,69 Reggaeton # 6 Bb,69 Reggaeton # 6 Bb,4,4,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
69 Reggaeton # 6 Bb.Verse_no_drum.X.69 Reggaeton # 6 Bb.Verse_no_drum.D_T01.mid,69 Reggaeton # 6 Bb.Verse_no_drum.mid,69 Reggaeton # 6 Bb.Verse_no_drum.mid,Verse,Drums,0.1,0.894352256261467,0.6047057980505347,0.5148512631016379,0.7033506739898394,,69 Reggaeton # 6 Bb,69 Reggaeton # 6 Bb,4,2,2,"Out of key notes and sharp tesions, lost the sub-genre identity",Temparature 0.1 Self_Blend (Rendering)
7 Hard Rock #3 in Cm.Chorus_no_drum.X.7 Hard Rock #3 in Cm.Chorus_no_drum.D_T01.mid,7 Hard Rock #3 in Cm.Chorus_no_drum.mid,7 Hard Rock #3 in Cm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9508038114623212,0.9370517386930424,0.6408527092156657,0.7524236637281956,,7 Hard Rock #3 in Cm,7 Hard Rock #3 in Cm,5,3,3,Awful sound,Temparature 0.1 Self_Blend (Rendering)
7 Hard Rock #3 in Cm.PreChorus_no_drum.X.7 Hard Rock #3 in Cm.PreChorus_no_drum.D_T01.mid,7 Hard Rock #3 in Cm.PreChorus_no_drum.mid,7 Hard Rock #3 in Cm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9842231902443938,0.9026112424908684,0.651961074890209,0.5033947366093479,,7 Hard Rock #3 in Cm,7 Hard Rock #3 in Cm,3,1,1,"Not music, breaking of and added weird distorted sounds",Temparature 0.1 Self_Blend (Rendering)
7 Hard Rock #3 in Cm.Verse_no_drum.X.7 Hard Rock #3 in Cm.Verse_no_drum.D_T01.mid,7 Hard Rock #3 in Cm.Verse_no_drum.mid,7 Hard Rock #3 in Cm.Verse_no_drum.mid,Verse,Drums,0.1,0.989066518486538,0.9191683200216416,0.77685180543189,0.6804138645775909,,7 Hard Rock #3 in Cm,7 Hard Rock #3 in Cm,5,3,3,Style is off and the arrangement is complete musical boredom,Temparature 0.1 Self_Blend (Rendering)
70 K-Pop #4 in E.Chorus_no_drum.X.70 K-Pop #4 in E.Chorus_no_drum.D_T01.mid,70 K-Pop #4 in E.Chorus_no_drum.mid,70 K-Pop #4 in E.Chorus_no_drum.mid,Chorus,Drums,0.1,0.914637114596296,0.6704312207012524,0.7083296711647138,0.7737669826701329,,70 K-Pop #4 in E,70 K-Pop #4 in E,4,3,2,Very agressive and unpleasent sound' horrible arrangement,Temparature 0.1 Self_Blend (Rendering)
70 K-Pop #4 in E.PreChorus_no_drum.X.70 K-Pop #4 in E.PreChorus_no_drum.D_T01.mid,70 K-Pop #4 in E.PreChorus_no_drum.mid,70 K-Pop #4 in E.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.911469514245614,0.8472296292325407,0.3762543725127439,0.6479918328843761,,70 K-Pop #4 in E,70 K-Pop #4 in E,4,3,4,Barley good enough,Temparature 0.1 Self_Blend (Rendering)
70 K-Pop #4 in E.Verse_no_drum.X.70 K-Pop #4 in E.Verse_no_drum.D_T01.mid,70 K-Pop #4 in E.Verse_no_drum.mid,70 K-Pop #4 in E.Verse_no_drum.mid,Verse,Drums,0.1,0.9555784971216216,0.9227281545505652,0.957695373727544,0.681495343602325,,70 K-Pop #4 in E,70 K-Pop #4 in E,3,3,3,Agressive and distorted sound,Temparature 0.1 Self_Blend (Rendering)
72 Reggaeton #7 In G#m.Chorus_no_drum.X.72 Reggaeton #7 In G#m.Chorus_no_drum.D_T01.mid,72 Reggaeton #7 In G#m.Chorus_no_drum.mid,72 Reggaeton #7 In G#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8687501731000077,0.8094316671119922,0.8195928249339458,0.8877713903187961,,72 Reggaeton #7 In G#m,72 Reggaeton #7 In G#m,5,5,5,Amazing !,Temparature 0.1 Self_Blend (Rendering)
72 Reggaeton #7 In G#m.PreChorus_no_drum.X.72 Reggaeton #7 In G#m.PreChorus_no_drum.D_T01.mid,72 Reggaeton #7 In G#m.PreChorus_no_drum.mid,72 Reggaeton #7 In G#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9328191610068968,0.7955160167732337,0.6796616613445955,0.811370635007853,,72 Reggaeton #7 In G#m,72 Reggaeton #7 In G#m,5,4,4,Good,Temparature 0.1 Self_Blend (Rendering)
72 Reggaeton #7 In G#m.Verse_no_drum.X.72 Reggaeton #7 In G#m.Verse_no_drum.D_T01.mid,72 Reggaeton #7 In G#m.Verse_no_drum.mid,72 Reggaeton #7 In G#m.Verse_no_drum.mid,Verse,Drums,0.1,0.9570930825284631,0.8205428876740817,0.6762750019194677,0.834960354027049,,72 Reggaeton #7 In G#m,72 Reggaeton #7 In G#m,5,4,4,Good,Temparature 0.1 Self_Blend (Rendering)
73 Electro  - Pop # 4 in Dm.Chorus_no_drum.X.73 Electro  - Pop # 4 in Dm.Chorus_no_drum.D_T01.mid,73 Electro  - Pop # 4 in Dm.Chorus_no_drum.mid,73 Electro  - Pop # 4 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.4582757956841657,0.1498847888047189,0.3482682698915196,0.7094671571472253,,73 Electro  - Pop # 4 in Dm,73 Electro  - Pop # 4 in Dm,2,2,2,Only Bass playing a simple one note line,Temparature 0.1 Self_Blend (Rendering)
73 Electro  - Pop # 4 in Dm.PreChorus_no_drum.X.73 Electro  - Pop # 4 in Dm.PreChorus_no_drum.D_T01.mid,73 Electro  - Pop # 4 in Dm.PreChorus_no_drum.mid,73 Electro  - Pop # 4 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.91782483256037,0.6637730989441193,0.5278979505308378,0.1997859441403908,,73 Electro  - Pop # 4 in Dm,73 Electro  - Pop # 4 in Dm,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
73 Electro  - Pop # 4 in Dm.Verse_no_drum.X.73 Electro  - Pop # 4 in Dm.Verse_no_drum.D_T01.mid,73 Electro  - Pop # 4 in Dm.Verse_no_drum.mid,73 Electro  - Pop # 4 in Dm.Verse_no_drum.mid,Verse,Drums,0.1,0.932904193690102,0.7122570429746485,0.1082836303105234,0.2552230458147813,,73 Electro  - Pop # 4 in Dm,73 Electro  - Pop # 4 in Dm,-,-,-,Missing file,Temparature 0.1 Self_Blend (Rendering)
78 Classic Pop #3 in G.Chorus_no_drum.X.78 Classic Pop #3 in G.Chorus_no_drum.D_T01.mid,78 Classic Pop #3 in G.Chorus_no_drum.mid,78 Classic Pop #3 in G.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9592490984271704,0.9467652647299212,0.4298673295599295,0.897382400036414,,78 Classic Pop #3 in G,78 Classic Pop #3 in G,5,4,3,Too reptitive playing 4th chords on the beat !,Temparature 0.1 Self_Blend (Rendering)
78 Classic Pop #3 in G.PreChorus_no_drum.X.78 Classic Pop #3 in G.PreChorus_no_drum.D_T01.mid,78 Classic Pop #3 in G.PreChorus_no_drum.mid,78 Classic Pop #3 in G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9439292918400578,0.7623888165292045,0.3923265908909998,0.8301869887969695,,78 Classic Pop #3 in G,78 Classic Pop #3 in G,5,5,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
78 Classic Pop #3 in G.Verse_no_drum.X.78 Classic Pop #3 in G.Verse_no_drum.D_T01.mid,78 Classic Pop #3 in G.Verse_no_drum.mid,78 Classic Pop #3 in G.Verse_no_drum.mid,Verse,Drums,0.1,0.9048124223847276,0.8819844179482914,0.3789005510533763,0.7044180291602439,,78 Classic Pop #3 in G,78 Classic Pop #3 in G,4,4,3,Too reptitive and not natural,Temparature 0.1 Self_Blend (Rendering)
8 Rock - Pop #1 in C#m.Chorus_no_drum.X.8 Rock - Pop #1 in C#m.Chorus_no_drum.D_T01.mid,8 Rock - Pop #1 in C#m.Chorus_no_drum.mid,8 Rock - Pop #1 in C#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9159108629334852,0.9076772830183552,0.9385300753065652,0.7727556926637408,,8 Rock - Pop #1 in C#m,8 Rock - Pop #1 in C#m,4,1,1,Dreadful distorted bass synth sound,Temparature 0.1 Self_Blend (Rendering)
8 Rock - Pop #1 in C#m.PreChorus_no_drum.X.8 Rock - Pop #1 in C#m.PreChorus_no_drum.D_T01.mid,8 Rock - Pop #1 in C#m.PreChorus_no_drum.mid,8 Rock - Pop #1 in C#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8956455603992,0.7965073605048387,0.7937069569076378,0.4394000455988646,,8 Rock - Pop #1 in C#m,8 Rock - Pop #1 in C#m,5,4,4,Good,Temparature 0.1 Self_Blend (Rendering)
8 Rock - Pop #1 in C#m.Verse_no_drum.X.8 Rock - Pop #1 in C#m.Verse_no_drum.D_T01.mid,8 Rock - Pop #1 in C#m.Verse_no_drum.mid,8 Rock - Pop #1 in C#m.Verse_no_drum.mid,Verse,Drums,0.1,0.8830979183021569,0.7399691781883516,0.9734840505769988,0.7712472022614799,,8 Rock - Pop #1 in C#m,8 Rock - Pop #1 in C#m,5,4,3,Weird hovering synth,Temparature 0.1 Self_Blend (Rendering)
9 Rock - Pop #2 in A.Chorus_no_drum.X.9 Rock - Pop #2 in A.Chorus_no_drum.D_T01.mid,9 Rock - Pop #2 in A.Chorus_no_drum.mid,9 Rock - Pop #2 in A.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7304849763550643,0.7892827810773646,0.7607345060713767,0.7980302281158037,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,3,2,1,Awful electric piano sound killing the track,Temparature 0.1 Self_Blend (Rendering)
9 Rock - Pop #2 in A.PreChorus_no_drum.X.9 Rock - Pop #2 in A.PreChorus_no_drum.D_T01.mid,9 Rock - Pop #2 in A.PreChorus_no_drum.mid,9 Rock - Pop #2 in A.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7332160123344478,0.6222091477908289,0.8887871359734923,0.8739574142353073,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,4,4,4,"Barley good enough, very repetitive",Temparature 0.1 Self_Blend (Rendering)
9 Rock - Pop #2 in A.Verse_no_drum.X.9 Rock - Pop #2 in A.Verse_no_drum.D_T01.mid,9 Rock - Pop #2 in A.Verse_no_drum.mid,9 Rock - Pop #2 in A.Verse_no_drum.mid,Verse,Drums,0.1,0.5105533127334266,0.6206908940597684,0.6424915536426277,0.6799538543727616,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,4,3,2,Breaking off during the track,Temparature 0.1 Self_Blend (Rendering)
10 Pop Punk #1 in D.Chorus_no_drum.X.10 Pop Punk #1 in D.Chorus_no_drum.D_T04.mid,10 Pop Punk #1 in D.Chorus_no_drum.mid,10 Pop Punk #1 in D.Chorus_no_drum.mid,Chorus,Drums,0.4,0.7903614946768376,0.8553972093339903,0.9354716187894044,0.8169911029177929,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,5,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
10 Pop Punk #1 in D.PreChorus_no_drum.X.10 Pop Punk #1 in D.PreChorus_no_drum.D_T04.mid,10 Pop Punk #1 in D.PreChorus_no_drum.mid,10 Pop Punk #1 in D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8346402421961647,0.9092253328439612,0.7894662535750531,0.7682287842532144,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,4,4,3,Not good Enough,Tempature 0.4 Self_Blend (Rendering)
10 Pop Punk #1 in D.Verse_no_drum.X.10 Pop Punk #1 in D.Verse_no_drum.D_T04.mid,10 Pop Punk #1 in D.Verse_no_drum.mid,10 Pop Punk #1 in D.Verse_no_drum.mid,Verse,Drums,0.4,0.7999998068619638,0.846991074315897,0.7293441215513896,0.4516172735321297,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,5,4,3,Not natural and very reptitive,Tempature 0.4 Self_Blend (Rendering)
11 Classic Pop #1 in Am.Chorus_no_drum.X.11 Classic Pop #1 in Am.Chorus_no_drum.D_T04.mid,11 Classic Pop #1 in Am.Chorus_no_drum.mid,11 Classic Pop #1 in Am.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9534708360009164,0.958410314695173,0.8331567128635864,0.7360350691861683,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,4,4,4,Good a few wrong notes that butcher can fix,Tempature 0.4 Self_Blend (Rendering)
11 Classic Pop #1 in Am.PreChorus_no_drum.X.11 Classic Pop #1 in Am.PreChorus_no_drum.D_T04.mid,11 Classic Pop #1 in Am.PreChorus_no_drum.mid,11 Classic Pop #1 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9708353933971736,0.9278014324208002,0.5159991668620126,0.5834677742950195,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,5,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
11 Classic Pop #1 in Am.Verse_no_drum.X.11 Classic Pop #1 in Am.Verse_no_drum.D_T04.mid,11 Classic Pop #1 in Am.Verse_no_drum.mid,11 Classic Pop #1 in Am.Verse_no_drum.mid,Verse,Drums,0.4,0.9578371026724084,0.8463201957783626,0.361568132548214,0.4535168604780741,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,4,4,4,Good a few wrong notes that butcher can fix,Tempature 0.4 Self_Blend (Rendering)
12 Pop Punk #2 in Em.Chorus_no_drum.X.12 Pop Punk #2 in Em.Chorus_no_drum.D_T04.mid,12 Pop Punk #2 in Em.Chorus_no_drum.mid,12 Pop Punk #2 in Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.911430870859808,0.9416465548841332,0.9227183281988796,0.668021026516223,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,4,4,4,Sound is not good enough,Tempature 0.4 Self_Blend (Rendering)
12 Pop Punk #2 in Em.PreChorus_no_drum.X.12 Pop Punk #2 in Em.PreChorus_no_drum.D_T04.mid,12 Pop Punk #2 in Em.PreChorus_no_drum.mid,12 Pop Punk #2 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.90517118740999,0.9288687509169634,0.9749185762294958,0.7306253002137447,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,5,4,3,Too similar,Tempature 0.4 Self_Blend (Rendering)
12 Pop Punk #2 in Em.Verse_no_drum.X.12 Pop Punk #2 in Em.Verse_no_drum.D_T04.mid,12 Pop Punk #2 in Em.Verse_no_drum.mid,12 Pop Punk #2 in Em.Verse_no_drum.mid,Verse,Drums,0.4,0.8192240439961094,0.8604477912390636,0.5033402371404312,0.5487190391494446,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,5,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
13 Alternative Pop #2 In C.Chorus_no_drum.X.13 Alternative Pop #2 In C.Chorus_no_drum.D_T04.mid,13 Alternative Pop #2 In C.Chorus_no_drum.mid,13 Alternative Pop #2 In C.Chorus_no_drum.mid,Chorus,Drums,0.4,0.7002953407134043,0.7888727964378459,0.6440133207399287,0.6347659800468882,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,5,5,5,Great,Tempature 0.4 Self_Blend (Rendering)
13 Alternative Pop #2 In C.PreChorus_no_drum.X.13 Alternative Pop #2 In C.PreChorus_no_drum.D_T04.mid,13 Alternative Pop #2 In C.PreChorus_no_drum.mid,13 Alternative Pop #2 In C.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.5477308540831544,0.5314329803876602,0.8111071056538123,0.3866413395172956,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,-,-,-,Too Short can't tag this,Tempature 0.4 Self_Blend (Rendering)
13 Alternative Pop #2 In C.Verse_no_drum.X.13 Alternative Pop #2 In C.Verse_no_drum.D_T04.mid,13 Alternative Pop #2 In C.Verse_no_drum.mid,13 Alternative Pop #2 In C.Verse_no_drum.mid,Verse,Drums,0.4,0.7040548717400278,0.6397294271002207,0.5,0.3614486980061244,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,4,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.Chorus_no_drum.X.14 Alternative Pop #3 In F#m.Chorus_no_drum.D_T04.mid,14 Alternative Pop #3 In F#m.Chorus_no_drum.mid,14 Alternative Pop #3 In F#m.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8586232509555111,0.8797915129049864,0.8714522667072758,0.9284766908852592,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,5,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.PreChorus_no_drum.X.14 Alternative Pop #3 In F#m.PreChorus_no_drum.D_T04.mid,14 Alternative Pop #3 In F#m.PreChorus_no_drum.mid,14 Alternative Pop #3 In F#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8040233013496415,0.5667177341792532,0.883789082665772,0.883789082665772,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,3,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.Verse_no_drum.X.14 Alternative Pop #3 In F#m.Verse_no_drum.D_T04.mid,14 Alternative Pop #3 In F#m.Verse_no_drum.mid,14 Alternative Pop #3 In F#m.Verse_no_drum.mid,Verse,Drums,0.4,0.7825389877162082,0.5659296417130251,1.0,1.0,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,3,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
15 Pop Punk #3 in Am.Chorus_no_drum.X.15 Pop Punk #3 in Am.Chorus_no_drum.D_T04.mid,15 Pop Punk #3 in Am.Chorus_no_drum.mid,15 Pop Punk #3 in Am.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9575095269434378,0.903832442230157,0.5725462584847736,0.4371684842009924,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,5,3,3,Not good enough all around,Tempature 0.4 Self_Blend (Rendering)
15 Pop Punk #3 in Am.PreChorus_no_drum.X.15 Pop Punk #3 in Am.PreChorus_no_drum.D_T04.mid,15 Pop Punk #3 in Am.PreChorus_no_drum.mid,15 Pop Punk #3 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.7287791664480265,0.810696107125293,0.5086139343824286,0.3632878559562923,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,4,3,3,Not Good Enough sound wise,Tempature 0.4 Self_Blend (Rendering)
15 Pop Punk #3 in Am.Verse_no_drum.X.15 Pop Punk #3 in Am.Verse_no_drum.D_T04.mid,15 Pop Punk #3 in Am.Verse_no_drum.mid,15 Pop Punk #3 in Am.Verse_no_drum.mid,Verse,Drums,0.4,0.7851113937513138,0.8077108789181072,0.4691369068324903,0.3471756465923031,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,4,4,3,Not Good Enough sound wise,Tempature 0.4 Self_Blend (Rendering)
18 Reggae 2 In Bm.Chorus_no_drum.X.18 Reggae 2 In Bm.Chorus_no_drum.D_T04.mid,18 Reggae 2 In Bm.Chorus_no_drum.mid,18 Reggae 2 In Bm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8399355769660614,0.8766966880206133,0.9467614586016868,0.3209703693831844,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,2,2,1,A complete mess,Tempature 0.4 Self_Blend (Rendering)
18 Reggae 2 In Bm.PreChorus_no_drum.X.18 Reggae 2 In Bm.PreChorus_no_drum.D_T04.mid,18 Reggae 2 In Bm.PreChorus_no_drum.mid,18 Reggae 2 In Bm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8381116037308309,0.835875473338694,0.8723921393438703,0.8407291814027701,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,3,2,1,A complete mess,Tempature 0.4 Self_Blend (Rendering)
18 Reggae 2 In Bm.Verse_no_drum.X.18 Reggae 2 In Bm.Verse_no_drum.D_T04.mid,18 Reggae 2 In Bm.Verse_no_drum.mid,18 Reggae 2 In Bm.Verse_no_drum.mid,Verse,Drums,0.4,0.814699700920802,0.9236909942438708,0.9556034149651592,,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,4,5,4,Too similar and very low quality sound,Tempature 0.4 Self_Blend (Rendering)
19 Teen Pop 1 In G.Chorus_no_drum.X.19 Teen Pop 1 In G.Chorus_no_drum.D_T04.mid,19 Teen Pop 1 In G.Chorus_no_drum.mid,19 Teen Pop 1 In G.Chorus_no_drum.mid,Chorus,Drums,0.4,0.7964917014568965,0.843039979824873,0.995100129206987,0.9945846042853748,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,5,3,3,Awful sound and very messy arrangement,Tempature 0.4 Self_Blend (Rendering)
19 Teen Pop 1 In G.PreChorus_no_drum.X.19 Teen Pop 1 In G.PreChorus_no_drum.D_T04.mid,19 Teen Pop 1 In G.PreChorus_no_drum.mid,19 Teen Pop 1 In G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9956305374505908,0.9325569183696268,0.5103103630798288,0.8703882797784892,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,5,5,2,Too similar and very low quality sound,Tempature 0.4 Self_Blend (Rendering)
19 Teen Pop 1 In G.Verse_no_drum.X.19 Teen Pop 1 In G.Verse_no_drum.D_T04.mid,19 Teen Pop 1 In G.Verse_no_drum.mid,19 Teen Pop 1 In G.Verse_no_drum.mid,Verse,Drums,0.4,0.8848528137423857,0.8965696844442065,1.0,1.0,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,4,5,2,Too similar and very low quality sound,Tempature 0.4 Self_Blend (Rendering)
20 Modren Country #2 in G.Chorus_no_drum.X.20 Modren Country #2 in G.Chorus_no_drum.D_T04.mid,20 Modren Country #2 in G.Chorus_no_drum.mid,20 Modren Country #2 in G.Chorus_no_drum.mid,Chorus,Drums,0.4,0.908405183668014,0.7367492335107707,0.4001579028869952,0.6107836635123294,,20 Modren Country #2 in G,20 Modren Country #2 in G,1,1,1,Noise !,Tempature 0.4 Self_Blend (Rendering)
20 Modren Country #2 in G.PreChorus_no_drum.X.20 Modren Country #2 in G.PreChorus_no_drum.D_T04.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9180850378408384,0.6887468173679406,0.6641659474244186,0.4560312307636855,,20 Modren Country #2 in G,20 Modren Country #2 in G,2,2,1,"Awful all around, terrible sound, weird breaks, wrong notes",Tempature 0.4 Self_Blend (Rendering)
20 Modren Country #2 in G.Verse_no_drum.X.20 Modren Country #2 in G.Verse_no_drum.D_T04.mid,20 Modren Country #2 in G.Verse_no_drum.mid,20 Modren Country #2 in G.Verse_no_drum.mid,Verse,Drums,0.4,0.9334593471575664,0.7583038091772392,0.6760636722723351,0.7461738616849323,,20 Modren Country #2 in G,20 Modren Country #2 in G,2,4,2,"Awful all around, terrible sound, weird breaks, wrong notes",Tempature 0.4 Self_Blend (Rendering)
21 Classic Country #1 in G.Chorus_no_drum.X.21 Classic Country #1 in G.Chorus_no_drum.D_T04.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9246313200893872,0.9497324195518864,0.6602996150721411,0.4879846309743707,,21 Classic Country #1 in G,21 Classic Country #1 in G,2,3,2,"A complete mess, all wrong notes",Tempature 0.4 Self_Blend (Rendering)
21 Classic Country #1 in G.PreChorus_no_drum.X.21 Classic Country #1 in G.PreChorus_no_drum.D_T04.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9484108894807104,0.8390047694529366,0.6244510670776525,0.7014834523481683,,21 Classic Country #1 in G,21 Classic Country #1 in G,4,4,4,Good Enough but still not natural,Tempature 0.4 Self_Blend (Rendering)
21 Classic Country #1 in G.Verse_no_drum.X.21 Classic Country #1 in G.Verse_no_drum.D_T04.mid,21 Classic Country #1 in G.Verse_no_drum.mid,21 Classic Country #1 in G.Verse_no_drum.mid,Verse,Drums,0.4,0.9093721397333836,0.9557269307019064,0.687716505931233,0.5460992524535642,,21 Classic Country #1 in G,21 Classic Country #1 in G,5,4,4,Good Enough but still not natural,Tempature 0.4 Self_Blend (Rendering)
22 Country Rock #1 in Em.Chorus_no_drum.X.22 Country Rock #1 in Em.Chorus_no_drum.D_T04.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9104820641345768,0.9051424271518792,0.6474422264993189,0.801417307705846,,22 Country Rock #1 in Em,22 Country Rock #1 in Em,3,4,2,Flat synth line a mess,Tempature 0.4 Self_Blend (Rendering)
22 Country Rock #1 in Em.PreChorus_no_drum.X.22 Country Rock #1 in Em.PreChorus_no_drum.D_T04.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9508706279015526,0.8593327986901863,0.3618150874608394,0.5132579115523445,,22 Country Rock #1 in Em,22 Country Rock #1 in Em,5,3,3,Very minimal and dull,Tempature 0.4 Self_Blend (Rendering)
